POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),CITY,CITY_2,ZONE
Dealer,0,0,2,BHK,6.94732805419276,1,1,"Zingabai Takli,Nagpur",1.1138659241845978,4.37565543159453,3.218875824868201,Nagpur,Nagpur,5
Owner,0,1,2,BHK,7.217455765442923,1,1,"Nallurhalli,Bangalore",0.9410348784396798,4.351541138183826,4.499809670330264,Bangalore,Bangalore,4
Dealer,0,1,3,BHK,7.150761459713932,1,0,"Kolapakkam,Chennai",0.9421510442365032,4.383918556360865,4.31748811353631,Chennai,Chennai,4
Dealer,0,0,1,BHK,6.476420790955694,1,1,"Zirakpur,Chandigarh",1.230527097306962,4.341496225242729,2.6741486494265287,Chandigarh,Chandigarh,1
Owner,0,0,2,BHK,7.279543860439419,1,1,"Badrinath Enclave,Solan",1.2329692806431187,4.34536265030229,3.688879454113936,Solan,Solan,1
Owner,0,0,2,BHK,6.3802278055961095,1,1,"mevalurkuppam,Chennai",0.9428922664328946,4.382107618894571,2.9444389791664403,Chennai,Chennai,4
Owner,0,0,2,BHK,7.0031130785617135,1,1,"Jalalpore,Navsari",1.112513835413869,4.289135208574952,3.0445224377234235,Navsari,Navsari,7
Owner,0,1,3,BHK,7.247928473601746,1,1,"Sector-107 Noida,Noida",1.209421262104614,4.348708886689589,4.442651256490317,Noida,Noida,1
Owner,0,1,1,BHK,6.2225809740126765,1,1,"Wardha Road,Nagpur",1.1094026120665947,4.36458376346199,2.8332133440562166,Nagpur,Nagpur,5
Dealer,0,1,2,BHK,7.090176840775424,1,1,"Anand Nagar,Pune",1.0703847425294934,4.3016390310722485,4.382026634673881,Pune,Pune,0
Dealer,0,0,3,BHK,7.189528914697752,1,1,"Mansarovar,Jaipur",1.1911109394088912,4.327614006535299,3.2958368660043287,Jaipur,Jaipur,1
Owner,0,0,3,BHK,7.3776747015575905,1,1,"Bani Park,Jaipur",1.1918735223132664,4.3279764250644615,4.553876891600541,Jaipur,Jaipur,1
Owner,0,0,3,BHK,7.319878013829333,1,1,"Varthur,Bangalore",0.9401546630317793,4.353454820199627,3.9796816539019613,Bangalore,Bangalore,4
Owner,0,1,1,BHK,6.52177705847668,1,1,"NH-8,Neemrana",0.9411349595592337,4.35217109803604,2.9444389791664403,Neemrana,Neemrana,4
Owner,0,0,2,BHK,7.31336325421764,1,1,"Ittamadu,Bangalore",0.934514426169668,4.349044569623539,4.248495242049359,Bangalore,Bangalore,4
Owner,0,0,3,BHK,7.378381323862067,1,1,"Perambur,Chennai",0.945227274847303,4.3850532996987335,5.1929568508902095,Chennai,Chennai,4
Dealer,0,0,3,BHK,7.640534686089034,1,1,"Jayalakshmipuram,Mysore",0.9208327716982622,4.338898323795295,4.941642422609304,Mysore,Mysore,4
Dealer,0,0,4,BHK,8.00736806798283,1,1,"Scheme No. 140 Indore,Indore",1.1387205119797912,4.329574418996402,4.787491742782046,Indore,Indore,7
Dealer,0,0,3,BHK,7.2768446260469775,1,1,"Lakshminarayana Pura,Bangalore",0.9410348784396798,4.351541138183826,4.700480365792417,Bangalore,Bangalore,4
Dealer,0,0,2,BHK,6.895036506622683,1,1,"Hiranandani Estate,Lalitpur",1.0844375861778444,4.290206347479055,5.010635294096256,Lalitpur,Lalitpur,0
Dealer,0,0,3,BHK,7.090076835776093,1,1,"Fatehgunj,Vadodara",1.133415174099624,4.292960338692785,3.58351893845611,Vadodara,Vadodara,7
Owner,0,1,2,BHK,6.880418082738505,1,1,"Bamheta,Ghaziabad",1.2104879235844714,4.34993741387197,3.555348061489413,Ghaziabad,Ghaziabad,1
Owner,0,0,2,BHK,7.279725168022757,1,1,"Sneh Nagar,Indore",1.1386488387631082,4.32901553675895,3.4657359027997265,Indore,Indore,7
Owner,0,0,1,BHK,6.437751649736401,1,1,"Parvati Gaon,Pune",1.0707863614060567,4.3020304300857255,3.688879454113936,Pune,Pune,0
Owner,0,0,2,BHK,6.825481132341143,1,1,"Samrat Nagar,Kolhapur",1.034715231807197,4.307362407839205,3.5973122605884464,Kolhapur,Kolhapur,0
Dealer,0,0,2,BHK,6.906821136006415,1,1,"Selaiyur,Chennai",0.9395473624838919,4.383740165740623,3.9796816539019613,Chennai,Chennai,4
Owner,0,0,3,BHK,7.495641948883589,1,1,"3rd Stage Raja Rajeshwari Nagar,Bangalore",0.9397234636970269,4.350416107458397,4.605170185988092,Bangalore,Bangalore,4
Owner,0,0,2,BHK,6.856499022329733,1,1,"Menambedu,Chennai",0.9446249321391342,4.385395952143486,3.9889840465642745,Chennai,Chennai,4
Owner,0,0,2,BHK,6.852320572140638,1,1,"Sector-4C Vasundhara,Ghaziabad",1.151966360075613,4.456096765040184,3.688879454113936,Ghaziabad,Ghaziabad,3
Owner,0,1,3,BHK,7.2550083119913,1,1,"Sector-110 Noida,Noida",1.2093145959984934,4.348775763501099,4.418840607796597,Noida,Noida,1
Dealer,1,1,3,BHK,7.467405158336441,0,1,"Manpada,Mumbai",1.0841690608903405,4.28994865318418,5.393627546352363,Mumbai,Mumbai,0
Owner,0,0,1,BHK,6.477040858389968,1,1,"Near Akshay Patra,Jaipur",1.1920996112830535,4.332420994344129,2.6810215287142913,Jaipur,Jaipur,1
Dealer,0,0,3,BHK,7.3132203870903005,1,0,"Porur,Chennai",0.9429798553217561,4.383972989296232,4.787491742782046,Chennai,Chennai,4
Dealer,1,0,2,BHK,6.948232980640406,0,1,"Dindoli,Surat",1.1155607039660766,4.2885754209209805,3.186352633162641,Surat,Surat,7
Owner,0,0,3,BHK,7.16566282239002,1,1,"Kudlu,Bangalore",0.9385547318775829,4.352264748437179,4.0943445622220995,Bangalore,Bangalore,4
Owner,0,0,3,BHK,7.377758908227872,1,1,"Manorama Ganj,Indore",1.1388474042670522,4.329218667432564,4.248495242049359,Indore,Indore,7
Owner,0,0,2,BHK,6.705928227598107,1,1,"Sawantwadi,Sindhudurg",1.018967029419104,4.304050241742536,3.0910424533583165,Sindhudurg,Sindhudurg,0
Dealer,0,0,2,BHK,7.045659856653337,1,1,"Kharghar,Mumbai",1.080600292136376,4.291364784625936,4.700480365792417,Mumbai,Mumbai,0
Owner,0,0,2,BHK,6.856586992359738,1,1,"Arun Vihar,Noida",1.209663745033353,4.34795265434013,3.8712010109078916,Noida,Noida,1
Owner,0,1,3,BHK,7.212432811437889,1,1,"Sector-143 Noida,Noida",1.2089683717008823,4.349328414738552,4.276666119016055,Noida,Noida,1
Dealer,1,1,4,BHK,8.152915641625741,0,0,"Sector-82 Mohali,Mohali",1.2304493862200236,4.340324396081628,5.247024072160486,Mohali,Mohali,1
Owner,0,0,2,BHK,6.9849449180618395,1,1,"vishakoderu,Bhimavaram",1.0319101228635186,4.401404723336875,3.332204510175204,Bhimavaram,Town,8
Dealer,0,0,1,BHK,6.327971566874254,1,1,"Narendrapur,Kolkata",1.1348825292394589,4.481824796585265,3.1354942159291497,Kolkata,Kolkata,3
Owner,0,0,2,BHK,6.3949316525374735,1,1,"Electronics City Phase 1,Bangalore",0.9371280199277124,4.352333126234865,2.7080502011022096,Bangalore,Bangalore,4
Dealer,0,0,1,BHK,6.436615931292293,1,1,"Calangute,Goa",1.009321604579874,4.300858064288039,3.7841896339182615,Goa,Goa,0
Owner,0,0,1,BHK,6.109283297682135,1,1,"Narhe,Pune",1.0697540330411002,4.30176287757072,2.6390573296152584,Pune,Pune,0
Dealer,0,0,1,BHK,6.234506252724148,1,1,"Virat Nagar,Mumbai",1.008789040266802,4.3823998400240995,3.5115454388310208,Mumbai,Mumbai,8
Dealer,0,1,2,BHK,7.118907066039213,1,1,"Sarjapur Road,Bangalore",0.9377084145833785,4.353961466405538,4.4543472962535064,Bangalore,Bangalore,4
Dealer,1,0,3,BHK,7.837291237474734,0,1,"J.L.N.Marg,Jaipur",1.1917218055386485,4.328977457520796,5.247024072160486,Jaipur,Jaipur,1
Owner,0,0,1,BHK,6.802494768323643,1,1,"Manimajra,Chandigarh",1.2312215171953032,4.3410888782451424,3.912023005428147,Chandigarh,Chandigarh,1
Dealer,1,0,2,BHK,6.768520484724991,0,1,"Joka,Kolkata",1.1350667183971332,4.480728182283995,3.49650756146648,Kolkata,Kolkata,3
Owner,0,0,3,BHK,7.146999983424601,1,1,"Kalyanpur Satellite Township,Asansol",1.1524114426703498,4.465281554588216,3.58351893845611,Asansol,Asansol,3
Dealer,1,1,1,BHK,6.040392805551485,0,0,"Kandivali (East),Lalitpur",1.0833889583999736,4.288715455535724,4.497584975308153,Lalitpur,Lalitpur,0
Owner,0,0,2,BHK,6.757055926267704,1,1,"Talap,Kannur",0.9060813056611158,4.322398159507334,3.5263605246161616,Kannur,Kannur,4
Owner,0,0,2,BHK,6.907755278982138,1,1,"Picnic Garden,Kolkata",1.1363385373270725,4.481167875673758,3.7495040759303713,Kolkata,Kolkata,3
Dealer,0,0,2,BHK,6.553817410689157,1,1,"Chembur,Maharashtra",1.0809655688081101,4.2890843866050234,5.1929568508902095,Maharashtra,Maharashtra,0
Dealer,0,1,3,BHK,7.445508855103955,1,1,"Manpada,Lalitpur",1.1651518201723257,4.362064842211598,5.135798437050261,Lalitpur,Lalitpur,6
Owner,0,0,3,BHK,7.4174051233904095,1,1,"Bellandur,Bangalore",0.9396955319276824,4.352552766325352,4.442651256490317,Bangalore,Bangalore,4
Dealer,0,0,2,BHK,7.769814329529869,1,1,"Vasco,Goa",1.1403172450873016,4.294604427850686,3.8712010109078916,Goa,Goa,7
Dealer,0,0,3,BHK,7.187821977441034,1,1,"Shastri Nagar,Patna",1.1765061485434942,4.443772063445592,4.31748811353631,Patna,Patna,3
Dealer,0,0,2,BHK,7.174002070523852,1,1,"Sector-34A Kharghar,Maharashtra",1.080600292136376,4.291364784625936,5.0751738152338275,Maharashtra,Maharashtra,0
Owner,0,1,2,BHK,7.143041217036555,1,1,"Whitefield,Bangalore",0.9418155533778658,4.35364508694623,4.060443010546419,Bangalore,Bangalore,4
Dealer,1,1,1,BHK,6.445890482440858,0,1,"Virar West,Mumbai",1.0879389864099505,4.287872536349767,3.3775875160230218,Mumbai,Mumbai,0
Dealer,0,0,3,BHK,7.339653643880196,1,1,"Action Area II,Kolkata",1.1363385373270725,4.481167875673758,4.23410650459726,Kolkata,Kolkata,3
Owner,0,0,2,BHK,6.659160595283514,1,1,"Vijayalakshmi Puram,Chennai",0.9446249321391342,4.385395952143486,3.80666248977032,Chennai,Chennai,4
Owner,0,0,2,BHK,7.226209010100671,1,1,"Umra Gam,Surat",1.1133440539599853,4.343805421853683,4.700480365792417,Surat,Surat,5
Owner,0,1,3,BHK,7.419691397320722,1,1,"Kovilambakkam,Chennai",0.9402004443647722,4.384412461324706,4.500920164614292,Chennai,Chennai,4
Owner,0,0,2,BHK,7.143477612653206,1,1,"Kopargaon,Ahmednagar",1.0951777979606345,4.310530632968812,3.4339872044851463,Ahmednagar,Ahmednagar,0
Dealer,0,0,2,BHK,7.031096184139451,1,1,"Bicholi Mardana,Indore",1.1310887270244971,4.328352877653061,3.4594662897861315,Indore,Indore,7
Dealer,0,0,3,BHK,7.4778255247085035,1,1,"Chembur (East),Lalitpur",1.0809655688081101,4.2890843866050234,5.857933154483459,Lalitpur,Lalitpur,0
Dealer,0,1,3,BHK,7.664088050100426,1,1,"Sector-4 Vaishali,Ghaziabad",1.2104423099381736,4.348197787251734,4.867534450455582,Ghaziabad,Ghaziabad,1
Dealer,0,0,2,BHK,7.1663820917160574,1,1,"Roadpali,Maharashtra",1.0806334657820107,4.292038290000744,4.499809670330264,Maharashtra,Maharashtra,0
Builder,0,1,4,BHK,7.572509385205665,1,0,"Socorro,Goa",1.0095123624334739,4.301798824453258,4.605170185988092,Goa,Goa,0
Dealer,0,0,3,BHK,7.272687214745795,1,1,"Lokhandwala Andheri West,Lalitpur",1.0823665210362567,4.288047795741873,6.016157159698354,Lalitpur,Lalitpur,0
Dealer,1,1,2,BHK,7.0602406798589055,0,1,"Sector-150 Noida,Noida",1.208193290042365,4.350041921413191,3.8918202981106265,Noida,Noida,1
Dealer,1,1,1,BHK,6.497553929870817,0,0,"Kolshet Road,Maharashtra",1.0843456152393007,4.289964332300862,4.189654742026425,Maharashtra,Maharashtra,0
Owner,0,0,2,BHK,6.745393504664253,1,1,"Ashoka Garden,Bhopal",1.1463635276791995,4.349345592184096,3.555348061489413,Bhopal,Bhopal,6
Owner,0,0,3,BHK,6.586244025891,1,1,"Jawahar Chowk,Bhopal",1.1462287904075013,4.349202132082888,3.6375861597263857,Bhopal,Bhopal,6
Dealer,0,0,3,BHK,7.297217539160074,1,1,"Malad (West),Lalitpur",1.0832019947719433,4.288192489993548,5.247024072160486,Lalitpur,Lalitpur,0
Dealer,0,1,3,BHK,7.717061814186035,1,1,"Kharadi,Pune",1.071630019785591,4.303305345209279,5.48063892334199,Pune,Pune,0
Dealer,0,0,4,BHK,7.916984006528062,1,1,"Visthar,Bangalore",0.9440460566759372,4.3523566903812885,4.941642422609304,Bangalore,Bangalore,4
Owner,0,0,2,BHK,7.003203399272237,1,1,"Mukkai,Palakkad",0.8660981233338342,4.339311182025983,3.3672958299864737,Palakkad,Palakkad,2
Dealer,0,1,3,BHK,7.429473343735551,1,1,"Zirakpur,Chandigarh",1.230527097306962,4.341496225242729,4.0943445622220995,Chandigarh,Chandigarh,1
Owner,0,0,2,BHK,7.1308988302963465,1,1,"Shivaji Nagar,Chandrapur",1.0992883131184203,4.369850923121864,3.1354942159291497,Chandrapur,Chandrapur,5
Dealer,0,1,4,BHK,7.850218884977315,1,1,"Perumbakkam,Chennai",0.939084207495298,4.384506058361002,4.787491742782046,Chennai,Chennai,4
Dealer,1,1,2,BHK,6.8003739058778025,0,1,"Sector 45 Faridabad,Faridabad",1.208415845467873,4.347688263468509,3.265759410767051,Faridabad,Faridabad,1
Builder,1,0,2,BHK,6.984716320118267,0,0,"Madhurawada,Visakhapatnam",1.0578090210454678,4.423146744753279,3.632309102625542,Visakhapatnam,Visakhapatnam,8
Dealer,0,0,2,BHK,6.848229299693178,1,1,"Kandivali (East),Mumbai",1.0833889583999736,4.288715455535724,4.787491742782046,Mumbai,Mumbai,0
Dealer,1,1,3,BHK,7.274480558773371,0,1,"Dhokali,Lalitpur",1.1651518201723257,4.362064842211598,5.010635294096256,Lalitpur,Lalitpur,6
Owner,0,0,3,BHK,7.352601113081871,1,1,"Kenchenhalli,Bangalore",0.9454998314365145,4.351357353578866,4.174387269895637,Bangalore,Bangalore,4
Dealer,0,0,2,BHK,7.1308988302963465,1,1,"Subhanpura,Vadodara",1.1331474452082095,4.29268359601815,3.555348061489413,Vadodara,Vadodara,7
Owner,0,0,3,BHK,7.660015723832888,1,1,"Ajmer Road,Jaipur",1.1918584576959574,4.3284676439548,4.605170185988092,Jaipur,Jaipur,1
Dealer,0,0,1,BHK,6.445723593029253,1,1,"Hiranandani Estate,Maharashtra",1.0844375861778444,4.290206347479055,4.375757021660286,Maharashtra,Maharashtra,0
Dealer,0,0,3,BHK,7.169884277315183,1,1,"Mansarovar,Jaipur",1.1911109394088912,4.327614006535299,3.5263605246161616,Jaipur,Jaipur,1
Dealer,1,1,2,BHK,7.003179389568831,0,1,"Kharadi,Pune",1.071630019785591,4.303305345209279,4.3694478524670215,Pune,Pune,0
Owner,0,0,3,BHK,7.558417847701827,1,1,"Vaibhav Khand,Ghaziabad",1.2132851790361525,4.3424694649254265,4.605170185988092,Ghaziabad,Ghaziabad,1
Owner,0,0,3,BHK,7.405701239635577,1,1,"Kolar Road,Bhopal",1.1450457286885276,4.349278947213183,3.80666248977032,Bhopal,Bhopal,6
Dealer,0,0,2,BHK,6.747053981061376,1,1,"Selaiyur,Chennai",0.9395473624838919,4.383740165740623,3.720862499966987,Chennai,Chennai,4
Dealer,0,0,3,BHK,7.319793667667235,1,1,"Suraksha Nagar,Bangalore",1.098825884762847,4.370812237725695,4.465908118654584,Bangalore,Bangalore,5
Dealer,0,1,3,BHK,7.4559366891598975,1,1,"Zirakpur,Chandigarh",1.230527097306962,4.341496225242729,4.0943445622220995,Chandigarh,Chandigarh,1
Dealer,1,1,2,BHK,7.003234107291776,0,1,"Ravet,Pune",1.0736130029639908,4.300483660496476,4.08260930600368,Pune,Pune,0
Owner,0,0,2,BHK,7.047592223761938,1,1,"BTM 2nd Stage,Bangalore",0.9410348784396798,4.351541138183826,4.382026634673881,Bangalore,Bangalore,4
Dealer,0,0,2,BHK,6.991952438189642,1,1,"Kalina,Lalitpur",1.1651518201723257,4.362064842211598,5.0751738152338275,Lalitpur,Lalitpur,6
Dealer,0,1,3,BHK,7.59597345041049,1,1,"Mussoorie Road,Dehradun",1.2285636954811787,4.357413706408631,4.442651256490317,Dehradun,Dehradun,1
Dealer,0,1,1,BHK,6.49979329071151,1,1,"Marol,Lalitpur",1.1651518201723257,4.362064842211598,4.787491742782046,Lalitpur,Lalitpur,6
Dealer,0,0,1,BHK,6.4613943330023655,1,1,"Sector 19 Kharghar,Lalitpur",1.0807922861461032,4.291530538551587,4.174387269895637,Lalitpur,Lalitpur,0
Owner,0,0,3,BHK,7.3557264910218825,1,1,"Vidyaratna Nagar,Udupi",1.1540297425252113,4.365770212154359,4.174387269895637,Udupi,Udupi,6
Dealer,0,0,3,BHK,7.171155433653138,1,1,"sarjapura main road,Bangalore",0.9377084145833785,4.353961466405538,4.37197629882038,Bangalore,Bangalore,4
Owner,0,1,1,BHK,6.684840325162528,1,1,"Sayajipura,Vadodara",1.133218436598493,4.293747113019511,2.862200880929469,Vadodara,Vadodara,7
Dealer,0,1,2,BHK,6.812923682538524,1,1,"Virar West,Lalitpur",1.0879389864099505,4.287872536349767,3.6375861597263857,Lalitpur,Lalitpur,0
Dealer,0,0,2,BHK,7.073337719384815,1,1,"Sector-53 Noida,Noida",1.209909664489136,4.348505424452322,3.912023005428147,Noida,Noida,1
Dealer,0,0,2,BHK,6.907755278982138,1,1,"AKASH GANGA WAGHBIL,Mumbai",1.083515362712168,4.29026436732821,4.382026634673881,Mumbai,Mumbai,0
Dealer,0,0,2,BHK,6.9565811577518915,1,1,"Sector 11 Kharghar,Lalitpur",1.0805961206129258,4.2914244685103515,4.584967478670572,Lalitpur,Lalitpur,0
Dealer,1,0,3,BHK,7.367990821048568,0,1,"Hesag,Ranchi",1.1468698374549535,4.4464025996311625,4.177459468932607,Ranchi,Ranchi,3
Owner,0,0,2,BHK,6.9570455685442045,1,1,"Sodepur,Kolkata",1.1385899978691603,4.4817682651714525,3.0445224377234235,Kolkata,Kolkata,3
Owner,0,0,3,BHK,7.863266724009573,1,1,"Sector-126 Mohali,Mohali",1.2314206866697026,4.339325936390182,4.174387269895637,Mohali,Mohali,1
Owner,0,0,3,BHK,7.377758908227872,1,1,"Arun Vihar,Noida",1.209663745033353,4.34795265434013,4.700480365792417,Noida,Noida,1
Dealer,0,0,2,BHK,6.8458591347298166,1,1,"Hiranandani Gardens - Powai,Lalitpur",1.0821410264167206,4.288999512957957,5.598421958998375,Lalitpur,Lalitpur,0
Owner,0,0,2,BHK,7.162647528885927,1,1,"R.S.Puram,Coimbatore",0.8750861358696315,4.343157627664743,4.248495242049359,Coimbatore,Coimbatore,2
Owner,0,1,4,BHK,8.155667960113828,1,1,"Sector-128 Noida,Noida",1.2091717743057733,4.348432078973562,5.66988092298052,Noida,Noida,1
Owner,0,0,2,BHK,6.802457265259912,1,1,"Sector-50 Noida,Noida",1.2096418180196549,4.348571965889786,3.8712010109078916,Noida,Noida,1
Dealer,0,1,2,BHK,6.855172922215829,1,1,"Sector-75 Noida,Noida",1.2097276033690578,4.348755952923431,3.6270040503958487,Noida,Noida,1
Owner,0,0,2,BHK,7.095072902126416,1,1,"Sector-100 Noida,Noida",1.2093792413808622,4.3485439952422125,4.110873864173311,Noida,Noida,1
Owner,0,0,3,BHK,7.050856122756144,1,1,"Lake Gardens,Kolkata",1.1358659980227392,4.481343119419726,4.0943445622220995,Kolkata,Kolkata,3
Owner,0,0,2,BHK,7.1308988302963465,1,1,"Damana Square,Bhubaneswar",1.10269308805311,4.452318938199882,4.283586561860629,Bhubaneswar,Bhubaneswar,3
Owner,0,1,2,BHK,6.739585677998292,1,1,"Katara Hills,Bhopal",1.1453489568415598,4.350258129711538,3.2386784521643803,Bhopal,Bhopal,6
Owner,0,1,2,BHK,7.034642129322157,1,1,"NH-24 Highway,Ghaziabad",1.2106708593472377,4.349202132082888,3.58351893845611,Ghaziabad,Ghaziabad,1
Owner,0,0,2,BHK,6.473897096331796,1,1,"Nunna,Vijayawada",1.0329840330670783,4.390541938843855,3.218875824868201,Vijayawada,Vijayawada,8
Owner,0,0,2,BHK,6.745505616522857,1,1,"Vijay Nagar,Bhopal",1.146482636189762,4.3492796059352115,3.258096538021482,Bhopal,Bhopal,6
Dealer,0,0,2,BHK,6.956603584318483,1,1,"Sector 36 Kharghar,Maharashtra",1.0811975722902105,4.291562599568618,4.4543472962535064,Maharashtra,Maharashtra,0
Dealer,0,1,3,BHK,7.144144057309525,1,1,"Ajmer Road,Jaipur",1.1918584576959574,4.3284676439548,3.53222564406856,Jaipur,Jaipur,1
Dealer,0,1,3,BHK,7.442028259353384,1,1,"Zirakpur,Chandigarh",1.230527097306962,4.341496225242729,3.960813169597578,Chandigarh,Chandigarh,1
Dealer,0,0,1,BHK,5.991464547107983,1,1,"Sector-1E Kalamboli,Mumbai",1.0803469347439687,4.291869405585311,3.555348061489413,Mumbai,Mumbai,0
Dealer,0,1,3,BHK,7.693505196619723,1,1,"Goregaon (East),Lalitpur",1.0827887737700146,4.288719572289608,6.1092475827643655,Lalitpur,Lalitpur,0
Owner,0,0,1,BHK,6.553902495428488,1,1,"Kanadia Road,Indore",1.1389827523947031,4.330248683385463,3.0910424533583165,Indore,Indore,7
Owner,0,0,3,BHK,7.3132828891370085,1,1,"Electronic City,Bangalore",0.9372757616865582,4.352503844283903,4.382026634673881,Bangalore,Bangalore,4
Dealer,1,0,3,BHK,6.477198803557752,0,1,"Sector-70 Gurgaon,Gurgaon",1.207791820543019,4.3441018584315,3.277144732992177,Gurgaon,Gurgaon,1
Owner,0,0,2,BHK,6.8874625756763255,1,1,"Kalena Agrahara,Bangalore",0.937867262723367,4.3514431926682615,3.688879454113936,Bangalore,Bangalore,4
Owner,0,0,2,BHK,6.780074300064457,1,1,"Loni Kalbhor,Pune",1.0705177274029358,4.304423137206873,3.737669618283368,Pune,Pune,0
Owner,1,0,3,BHK,7.1308988302963465,0,1,"Byrathi. Hennur Main Road.,Bangalore",0.9434794042222164,4.352264593905787,4.700480365792417,Bangalore,Bangalore,4
Dealer,0,0,4,BHK,7.682816286195549,1,1,"Borivali (East),Maharashtra",1.08408444750433,4.288537046586258,5.913503005638269,Maharashtra,Maharashtra,0
Owner,0,0,2,BHK,6.9087557793147205,1,1,"Pallikaranai,Chennai",0.940064104470746,4.384714269744933,3.912023005428147,Chennai,Chennai,4
Owner,0,0,2,BHK,6.907755278982138,1,1,"Halar,Valsad",1.1070773570274037,4.2894663454523325,2.602689685444384,Valsad,Valsad,7
Owner,0,0,3,BHK,7.3132203870903005,1,1,"Mayur Colony,Pune",1.0712568966901392,4.302005947591224,5.3471075307174685,Pune,Pune,0
Owner,0,0,3,BHK,7.601259666236174,1,1,"Greenfield Colony,Faridabad",1.208057235109715,4.3476939555933765,4.02535169073515,Faridabad,Faridabad,1
Dealer,0,0,2,BHK,7.21170588897921,1,1,"Sector 86 Faridabad,Faridabad",1.2079491031965068,4.348244748251822,3.7111300630487563,Faridabad,Faridabad,1
Dealer,0,0,2,BHK,7.1587840340178825,1,1,"Adajan,Surat",1.1614029983131406,4.369316540048455,3.80666248977032,Surat,Surat,6
Dealer,0,0,3,BHK,7.2791147745956275,1,1,"Mahalakshmi Nagar,Indore",1.1310792397951155,4.325220316194027,3.8918202981106265,Indore,Indore,7
Dealer,0,1,3,BHK,7.200424892944957,1,1,"Raj Nagar Extension,Ghaziabad",1.1915440999121711,4.327780656455312,3.693866995624976,Ghaziabad,Ghaziabad,1
Dealer,1,0,4,BHK,7.677194633517917,0,1,"kalighat,Kolkata",1.1360134988008501,4.481294880082522,5.799092654460527,Kolkata,Kolkata,3
Dealer,0,0,2,BHK,6.925337515583376,1,1,"Malad (West),Maharashtra",1.0832019947719433,4.288192489993548,4.941642422609304,Maharashtra,Maharashtra,0
Owner,0,0,2,BHK,6.715318388464789,1,1,"Behala,Kolkata",1.1357364527407197,4.480938910044458,3.912023005428147,Kolkata,Kolkata,3
Dealer,1,1,1,BHK,6.5653483068444425,0,1,"Mira Road,Lalitpur",1.0849333220707382,4.288607919921172,4.0943445622220995,Lalitpur,Lalitpur,0
Dealer,0,0,3,BHK,7.279172504708804,1,1,"Nirman Nagar,Jaipur",1.0968660003199822,4.373205795205093,3.7135720667043084,Jaipur,Jaipur,5
Dealer,0,1,3,BHK,7.1308988302963465,1,1,"Sector 84 Faridabad,Faridabad",1.2079316618767808,4.348566976728093,3.7841896339182615,Faridabad,Faridabad,1
Owner,0,0,3,BHK,6.851059935343924,1,1,"parwanoo,Solan",1.2321956586830827,4.343266315523016,3.4011973816621555,Solan,Solan,1
Dealer,0,0,1,BHK,6.356171662814377,1,1,"Pisoli,Pune",1.0697217728897002,4.302785355770499,3.4011973816621555,Pune,Pune,0
Dealer,0,0,2,BHK,7.04966452555293,1,1,"Kharghar,Lalitpur",1.1651518201723257,4.362064842211598,4.605170185988092,Lalitpur,Lalitpur,6
Dealer,0,1,2,BHK,6.4099204352881465,1,0,"Hinjewadi,Pune",1.0723952545076083,4.300563022159686,4.001863709427935,Pune,Pune,0
Owner,0,1,3,BHK,7.143116014054368,1,1,"Bhopura,Ghaziabad",1.2109976924346881,4.348156280787406,3.555348061489413,Ghaziabad,Ghaziabad,1
Builder,0,1,2,BHK,7.111354234539165,1,0,"Kotra,Ajmer",1.1866810506165526,4.3120798887504685,3.53222564406856,Ajmer,Ajmer,1
Owner,0,0,3,BHK,7.5847929178625355,1,1,"Kalyani Nagar,Pune",1.0717094158778921,4.302706062031403,5.521460917862246,Pune,Pune,0
Dealer,0,0,3,BHK,7.377758908227872,1,1,"Sector-50 Chandigarh,Chandigarh",1.2310705087978486,4.341226619078755,4.787491742782046,Chandigarh,Chandigarh,1
Dealer,0,0,2,BHK,7.346066461234383,1,1,"Raheja Vihar,Lalitpur",1.1651518201723257,4.362064842211598,5.0751738152338275,Lalitpur,Lalitpur,6
Dealer,0,0,2,BHK,6.879627941810428,1,1,"Film City,Noida",1.2096543793220895,4.347902290940514,3.462606009790799,Noida,Noida,1
Owner,0,1,2,BHK,6.691226966770163,1,1,"Hingna Road,Nagpur",1.114997431106751,4.369529380789069,2.9014215940827497,Nagpur,Nagpur,5
Dealer,1,1,1,BHK,6.053369543248209,0,0,"Laxmi Nagar,Maharashtra",1.0985056066884846,4.302870271580908,4.275276264727001,Maharashtra,Maharashtra,0
Owner,0,0,3,BHK,7.365265843866121,1,1,"New perungalathur,Chennai",0.9394747611787004,4.383056104587843,4.143134726391533,Chennai,Chennai,4
Dealer,0,0,3,BHK,7.432624634095322,1,1,"Kasba,Kolkata",1.1360338603126967,4.481710531273759,4.584967478670572,Kolkata,Kolkata,3
Dealer,0,0,4,BHK,7.658531572474719,1,1,"Park Circus,Kolkata",1.1363036318443303,4.481525212697777,5.298317366548036,Kolkata,Kolkata,3
Dealer,1,1,1,BHK,6.397089668080072,0,1,"Dudulgaon,Pune",1.0741910543195874,4.302338752583968,3.218875824868201,Pune,Pune,0
Dealer,1,1,3,BHK,7.282808433471929,0,1,"Kanakpura Road,Bangalore",0.9388264477123185,4.351211693820468,4.51085950651685,Bangalore,Bangalore,4
